Method,case_id,Lsel,Rmax,centroid_heap_k,max_score,calib_heap_front_alpha,repeats,Q,D_logits,D_in,enum_ms_p50,refine_ms_p50,total_ms_p50,total_qps_p50,refined_vecs_p50,refined_vecs_mean,recall_p50,train_time_s,add_time_s,build_time_s
NeuRoute,9,16,6,5000,0.36,0.5,1,10000,22,96,1179.662505,10812.27062,12065.57185,828.80448,3368665852,3368665852,0.88919,,,
NeuRoute,9,16,6,5000,0.36,0.5,1,10000,22,96,1184.682571,10538.89023,11799.79907,847.472058,3368665852,3368665852,0.88919,,,
NeuRoute,6,16,6,5000,0.36,0.5,1,10000,22,96,1186.51756,10607.36056,11839.20316,844.65144,3368665852,3368665852,0.88919,,,
NeuRoute,102,17,5,8000,0.3,0.5,1,10000,22,96,994.733038,14566.35899,15611.03666,640.57245,4681785740,4681785740,0.88846,,,
NeuRoute,89,17,5,6000,0.36,0.7,1,10000,22,96,1285.431459,11739.99543,13070.08012,765.106251,3764374715,3764374715,0.88788,,,
NeuRoute,6,16,6,5000,0.36,0.6,1,10000,22,96,1191.089788,10029.51212,11263.73973,887.804605,3220087656,3220087656,0.88772,,,
NeuRoute,6,16,6,5000,0.36,0.6,1,10000,22,96,1196.885879,10116.57745,11357.29336,880.491477,3220087656,3220087656,0.88772,,,
NeuRoute,3,16,6,5000,0.3,0.5,1,10000,22,96,1042.636534,10109.48774,11192.99491,893.415934,3253043267,3253043267,0.88732,,,
NeuRoute,86,17,5,6000,0.3,0.7,1,10000,22,96,1159.380874,11513.62449,12714.92307,786.477429,3693545030,3693545030,0.88721,,,
NeuRoute,92,17,5,7000,0.25,0.7,1,10000,22,96,1011.884034,12633.42121,13687.79933,730.577631,4081752517,4081752517,0.88719,,,
NeuRoute,88,17,5,6000,0.36,0.6,1,10000,22,96,1195.359926,11702.70421,12943.11509,772.611534,3768473189,3768473189,0.88701,,,
NeuRoute,2,16,6,10000,0.36,0.5,1,10000,22,96,1014.224359,15433.86242,16504.65862,605.889539,4962074146,4962074146,0.88643,,,
NeuRoute,91,17,5,7000,0.25,0.6,1,10000,22,96,955.102437,12592.19683,13590.21262,735.823661,4083662990,4083662990,0.88637,,,
NeuRoute,85,17,5,6000,0.3,0.6,1,10000,22,96,1082.621771,11446.70759,12571.20113,795.468937,3696976265,3696976265,0.88614,,,
NeuRoute,96,17,5,7000,0.36,0.5,1,10000,22,96,1066.317744,13207.49802,14322.05336,698.223903,4284703913,4284703913,0.8858,,,
NeuRoute,36,16,7,5000,0.25,0.5,1,10000,22,96,960.251481,9801.040746,10799.44791,925.973261,3166975074,3166975074,0.88556,,,
NeuRoute,108,17,6,5000,0.25,0.5,1,10000,22,96,938.705892,9729.276486,10706.2482,934.034016,3162986090,3162986090,0.88499,,,
NeuRoute,93,17,5,7000,0.3,0.5,1,10000,22,96,957.542557,13086.19881,14089.76559,709.735015,4206859562,4206859562,0.88437,,,
NeuRoute,99,17,5,8000,0.25,0.5,1,10000,22,96,851.060341,14042.72871,14940.18159,669.335907,4545423310,4545423310,0.88335,,,
NeuRoute,83,17,5,6000,0.25,0.7,1,10000,22,96,977.081311,11123.77934,12140.21017,823.708969,3601873600,3601873600,0.8828,,,
NeuRoute,82,17,5,6000,0.25,0.6,1,10000,22,96,924.339675,11203.43136,12167.09262,821.889034,3603920171,3603920171,0.88178,,,
NeuRoute,0,16,6,5000,0.25,0.5,1,10000,22,96,878.759905,9776.137362,10692.05217,935.274149,3140646581,3140646581,0.88162,,,
NeuRoute,22,16,7,10000,0.36,0.5,1,10000,22,96,1137.882374,15725.97485,16925.23474,590.833755,5043902278,5043902278,0.8816,,,
NeuRoute,22,16,7,10000,0.36,0.5,1,10000,22,96,1138.09385,15655.64262,16856.49546,593.243122,5043902278,5043902278,0.8816,,,
NeuRoute,80,17,5,5000,0.36,0.7,1,10000,22,96,1213.081072,10119.58567,11373.56079,879.232123,3238013149,3238013149,0.88046,,,
NeuRoute,87,17,5,6000,0.36,0.5,1,10000,22,96,1026.909768,11812.65144,12884.03107,776.154602,3779739169,3779739169,0.88013,,,
NeuRoute,77,17,5,5000,0.3,0.7,1,10000,22,96,1098.356873,9830.607871,10967.34206,911.79795,3171354198,3171354198,0.88002,,,
NeuRoute,79,17,5,5000,0.36,0.6,1,10000,22,96,1131.991135,10098.32111,11270.97244,887.23489,3241486784,3241486784,0.87969,,,
NeuRoute,90,17,5,7000,0.25,0.5,1,10000,22,96,822.833547,12644.38314,13509.54383,740.217444,4092436907,4092436907,0.87956,,,
NeuRoute,76,17,5,5000,0.3,0.6,1,10000,22,96,1026.369382,9914.788511,10978.6966,910.854937,3174148054,3174148054,0.87883,,,
NeuRoute,84,17,5,6000,0.3,0.5,1,10000,22,96,921.384658,11493.31972,12457.15189,802.751712,3707558348,3707558348,0.87873,,,
NeuRoute,74,17,5,5000,0.25,0.7,1,10000,22,96,936.607215,9647.093704,10619.45528,941.667886,3094613006,3094613006,0.87627,,,
NeuRoute,10,16,6,10000,0.36,0.5,1,10000,22,96,956.277543,15250.83457,16261.86244,614.935715,4882940820,4882940820,0.87541,,,
NeuRoute,10,16,6,10000,0.36,0.5,1,10000,22,96,957.551237,15206.20944,16220.0555,616.520702,4882940820,4882940820,0.87541,,,
NeuRoute,73,17,5,5000,0.25,0.6,1,10000,22,96,884.740054,9562.045362,10482.47478,953.973199,3096404442,3096404442,0.87505,,,
NeuRoute,1,16,6,5000,0.36,0.5,1,10000,22,96,1013.012119,9822.888857,10877.9874,919.287698,3118424175,3118424175,0.87482,,,
NeuRoute,81,17,5,6000,0.25,0.5,1,10000,22,96,795.472037,11178.82583,12013.96008,832.36501,3611241232,3611241232,0.87438,,,
NeuRoute,78,17,5,5000,0.36,0.5,1,10000,22,96,978.742976,10135.33314,11154.79456,896.475497,3249979874,3249979874,0.87327,,,
NeuRoute,75,17,5,5000,0.3,0.5,1,10000,22,96,879.616889,9876.124009,10793.99162,926.441334,3182217652,3182217652,0.87203,,,
NeuRoute,0,16,7,3000,0.36,0.7,1,10000,22,96,1377.139649,7745.424772,9190.302859,1088.103423,2367460965,2367460965,0.8682,1124.42,1271.36,2395.79
NeuRoute,0,16,7,3000,0.36,0.7,1,10000,22,96,1377.139649,7745.424772,9190.302859,1088.103423,2367460965,2367460965,0.8682,1124.42,1271.36,2395.79
NeuRoute,0,16,7,3000,0.36,0.7,1,10000,22,96,1390.207755,7456.218172,8917.209612,1121.427042,2367460965,2367460965,0.8682,1124.42,1271.36,2395.79
NeuRoute,0,16,7,3000,0.36,0.7,1,10000,22,96,1377.139649,7745.424772,9190.302859,1088.103423,2367460965,2367460965,0.8682,,,
NeuRoute,0,16,7,3000,0.36,0.7,1,10000,22,96,1390.207755,7456.218172,8917.209612,1121.427042,2367460965,2367460965,0.8682,,,
NeuRoute,23,16,7,3000,0.36,0.7,1,10000,22,96,1383.385849,7695.531782,9121.076023,1096.361874,2367460965,2367460965,0.8682,,,
NeuRoute,19,16,7,5000,0.36,0.5,1,10000,22,96,1126.604986,10016.01263,11189.43886,893.699865,3193953318,3193953318,0.86796,,,
NeuRoute,19,16,7,5000,0.36,0.5,1,10000,22,96,1126.458968,10042.44968,11218.18603,891.409714,3193953318,3193953318,0.86796,,,
NeuRoute,21,16,7,3000,0.36,0.6,1,10000,22,96,1310.914043,7539.990609,8892.975138,1124.483072,2369440790,2369440790,0.86713,,,
NeuRoute,72,17,5,5000,0.25,0.5,1,10000,22,96,763.089036,9615.634351,10414.4136,960.207688,3102589808,3102589808,0.86694,,,
NeuRoute,17,16,7,3000,0.36,0.7,1,10000,22,96,1279.925365,7493.63072,8814.207775,1134.531912,2339350032,2339350032,0.86636,,,
NeuRoute,17,16,7,3000,0.36,0.7,1,10000,22,96,1280.755157,7411.157329,8734.198662,1144.924725,2339350032,2339350032,0.86636,,,
NeuRoute,6,16,6,3000,0.36,0.7,1,10000,22,96,1196.910111,7212.035444,8469.989412,1180.63902,2217161991,2217161991,0.86487,1124.42,1271.36,2395.79
NeuRoute,6,16,6,3000,0.36,0.7,1,10000,22,96,1196.910111,7212.035444,8469.989412,1180.63902,2217161991,2217161991,0.86487,1124.42,1271.36,2395.79
NeuRoute,6,16,6,3000,0.36,0.7,1,10000,22,96,1196.270934,6941.317485,8197.249587,1219.921377,2217161991,2217161991,0.86487,1124.42,1271.36,2395.79
NeuRoute,6,16,6,3000,0.36,0.7,1,10000,22,96,1196.910111,7212.035444,8469.989412,1180.63902,2217161991,2217161991,0.86487,,,
NeuRoute,6,16,6,3000,0.36,0.7,1,10000,22,96,1196.270934,6941.317485,8197.249587,1219.921377,2217161991,2217161991,0.86487,,,
NeuRoute,11,16,6,3000,0.36,0.7,1,10000,22,96,1199.329903,6986.762003,8221.493541,1216.324011,2217161991,2217161991,0.86487,,,
NeuRoute,0,16,6,3000,0.36,0.7,1,10000,22,96,1149.216478,6982.329263,8169.233769,1224.105012,2203347496,2203347496,0.86411,,,
NeuRoute,7,16,6,5000,0.36,0.5,1,10000,22,96,958.426565,9573.587166,10573.30029,945.778492,3042996962,3042996962,0.86382,,,
NeuRoute,7,16,6,5000,0.36,0.5,1,10000,22,96,962.753772,9539.923544,10545.92939,948.233165,3042996962,3042996962,0.86382,,,
NeuRoute,22,16,6,3000,0.36,0.6,1,10000,22,96,1130.263872,6977.519696,8168.699406,1224.185088,2219098604,2219098604,0.8637,1124.42,1271.36,2395.79
NeuRoute,22,16,6,3000,0.36,0.6,1,10000,22,96,1130.263872,6977.519696,8168.699406,1224.185088,2219098604,2219098604,0.8637,,,
NeuRoute,9,16,6,3000,0.36,0.6,1,10000,22,96,1133.488885,7026.129416,8195.268854,1220.216222,2219098604,2219098604,0.8637,,,
NeuRoute,5,16,6,3000,0.36,0.7,1,10000,22,96,1109.794602,6948.390255,8092.240653,1235.751682,2189416780,2189416780,0.86307,,,
NeuRoute,5,16,6,3000,0.36,0.7,1,10000,22,96,1114.295386,6836.944819,7987.294841,1251.988339,2189416780,2189416780,0.86307,,,
NeuRoute,0,16,6,3000,0.36,0.7,1,10000,22,96,1107.969404,6957.307736,8102.434712,1234.196924,2189416780,2189416780,0.86307,,,
NeuRoute,0,16,6,3000,0.36,0.7,1,10000,22,96,1115.64433,6938.456742,8091.135782,1235.920428,2189416780,2189416780,0.86307,,,
NeuRoute,15,16,7,3000,0.36,0.6,1,10000,22,96,1191.956458,7312.799774,8544.56114,1170.335122,2307171971,2307171971,0.86145,,,
NeuRoute,15,16,7,3000,0.36,0.6,1,10000,22,96,1195.93461,7344.927781,8582.841318,1165.115331,2307171971,2307171971,0.86145,,,
NeuRoute,1,16,7,3000,0.36,0.5,1,10000,22,96,1140.718397,7757.035567,8966.639539,1115.24501,2374092068,2374092068,0.86122,1124.42,1271.36,2395.79
NeuRoute,1,16,7,3000,0.36,0.5,1,10000,22,96,1140.718397,7757.035567,8966.639539,1115.24501,2374092068,2374092068,0.86122,1124.42,1271.36,2395.79
NeuRoute,1,16,7,3000,0.36,0.5,1,10000,22,96,1149.388978,7457.062991,8674.758255,1152.769876,2374092068,2374092068,0.86122,1124.42,1271.36,2395.79
NeuRoute,1,16,7,3000,0.36,0.5,1,10000,22,96,1140.718397,7757.035567,8966.639539,1115.24501,2374092068,2374092068,0.86122,,,
NeuRoute,1,16,7,3000,0.36,0.5,1,10000,22,96,1149.388978,7457.062991,8674.758255,1152.769876,2374092068,2374092068,0.86122,,,
NeuRoute,22,16,7,3000,0.36,0.5,1,10000,22,96,1154.851519,7633.509867,8829.401584,1132.579587,2374092068,2374092068,0.86122,,,
NeuRoute,3,16,6,3000,0.36,0.6,1,10000,22,96,1034.476938,6808.060135,7877.879409,1269.377136,2157239883,2157239883,0.85808,,,
NeuRoute,3,16,6,3000,0.36,0.6,1,10000,22,96,1036.800186,6877.303289,7949.849751,1257.885408,2157239883,2157239883,0.85808,,,
NeuRoute,7,16,6,3000,0.36,0.5,1,10000,22,96,984.384717,7238.659452,8282.610759,1207.348781,2223603311,2223603311,0.85785,1124.42,1271.36,2395.79
NeuRoute,7,16,6,3000,0.36,0.5,1,10000,22,96,984.384717,7238.659452,8282.610759,1207.348781,2223603311,2223603311,0.85785,1124.42,1271.36,2395.79
NeuRoute,7,16,6,3000,0.36,0.5,1,10000,22,96,995.159426,6879.350531,7937.876393,1259.782781,2223603311,2223603311,0.85785,1124.42,1271.36,2395.79
NeuRoute,23,16,6,3000,0.36,0.5,1,10000,22,96,992.679953,6884.136011,7935.543034,1260.153207,2223603311,2223603311,0.85785,1124.42,1271.36,2395.79
NeuRoute,7,16,6,3000,0.36,0.5,1,10000,22,96,984.384717,7238.659452,8282.610759,1207.348781,2223603311,2223603311,0.85785,,,
NeuRoute,7,16,6,3000,0.36,0.5,1,10000,22,96,995.159426,6879.350531,7937.876393,1259.782781,2223603311,2223603311,0.85785,,,
NeuRoute,23,16,6,3000,0.36,0.5,1,10000,22,96,992.679953,6884.136011,7935.543034,1260.153207,2223603311,2223603311,0.85785,,,
NeuRoute,10,16,6,3000,0.36,0.5,1,10000,22,96,993.643499,7042.79687,8072.667175,1238.747961,2223603311,2223603311,0.85785,,,
NeuRoute,0,16,6,3000,0.36,0.5,1,10000,22,96,933.913536,6789.281099,7759.772078,1288.697645,2156788248,2156788248,0.85173,,,
NeuRoute,6,16,5,3000,0.36,0.6,1,10000,22,96,846.136875,6372.021814,7269.140225,1375.678511,2059667036,2059667036,0.84922,1124.42,1271.36,2395.79
NeuRoute,6,16,5,3000,0.36,0.6,1,10000,22,96,846.136875,6372.021814,7269.140225,1375.678511,2059667036,2059667036,0.84922,,,
NeuRoute,16,16,7,3000,0.36,0.5,1,10000,22,96,1020.937946,7089.299262,8149.464198,1227.074536,2235566267,2235566267,0.84407,,,
NeuRoute,16,16,7,3000,0.36,0.5,1,10000,22,96,1021.486917,7121.425594,8183.097355,1222.031166,2235566267,2235566267,0.84407,,,
NeuRoute,7,16,5,3000,0.36,0.5,1,10000,22,96,750.048152,6368.585622,7172.357937,1394.241627,2063798002,2063798002,0.84382,1124.42,1271.36,2395.79
NeuRoute,7,16,5,3000,0.36,0.5,1,10000,22,96,750.048152,6368.585622,7172.357937,1394.241627,2063798002,2063798002,0.84382,,,
NeuRoute,4,16,6,3000,0.36,0.5,1,10000,22,96,884.668904,6564.688022,7483.197659,1336.327123,2085655561,2085655561,0.84081,,,
NeuRoute,4,16,6,3000,0.36,0.5,1,10000,22,96,887.059408,6557.798436,7479.972,1336.9034,2085655561,2085655561,0.84081,,,
NeuRoute,20,16,7,2000,0.36,0.7,1,10000,22,96,1106.219394,5634.549817,6777.488152,1475.472885,1760247160,1760247160,0.83447,,,
NeuRoute,14,16,7,2000,0.36,0.7,1,10000,22,96,1053.898553,5566.850791,6656.752783,1502.233946,1747972560,1747972560,0.83346,,,
NeuRoute,14,16,7,2000,0.36,0.7,1,10000,22,96,1057.378255,5635.205823,6729.39121,1486.018525,1747972560,1747972560,0.83346,,,
NeuRoute,18,16,7,2000,0.36,0.6,1,10000,22,96,1062.109683,5670.431003,6769.658328,1477.179426,1761337432,1761337432,0.83306,,,
NeuRoute,8,16,6,2000,0.36,0.7,1,10000,22,96,967.618958,5160.272414,6159.708065,1623.453562,1610326103,1610326103,0.83202,,,
NeuRoute,2,16,6,2000,0.36,0.7,1,10000,22,96,925.958484,5069.131115,6026.077035,1659.454392,1598154478,1598154478,0.83101,,,
NeuRoute,2,16,6,2000,0.36,0.7,1,10000,22,96,926.679078,5084.275302,6042.788198,1654.865217,1598154478,1598154478,0.83101,,,
NeuRoute,20,16,6,2000,0.36,0.6,1,10000,22,96,920.425412,4994.618304,5967.826398,1675.65196,1611385091,1611385091,0.83072,1124.42,1271.36,2395.79
NeuRoute,20,16,6,2000,0.36,0.6,1,10000,22,96,920.425412,4994.618304,5967.826398,1675.65196,1611385091,1611385091,0.83072,,,
NeuRoute,6,16,6,2000,0.36,0.6,1,10000,22,96,925.177495,5151.959221,6109.868038,1636.69656,1611385091,1611385091,0.83072,,,
NeuRoute,12,16,7,2000,0.36,0.6,1,10000,22,96,1007.13636,5470.572608,6512.709751,1535.459184,1733924378,1733924378,0.82946,,,
NeuRoute,12,16,7,2000,0.36,0.6,1,10000,22,96,1007.032063,5482.592672,6526.621503,1532.186292,1733924378,1733924378,0.82946,,,
NeuRoute,0,16,6,2000,0.36,0.6,1,10000,22,96,881.75808,5071.168236,5983.325315,1671.311432,1584099404,1584099404,0.82712,,,
NeuRoute,0,16,6,2000,0.36,0.6,1,10000,22,96,881.833199,5001.813832,5917.5605,1689.885553,1584099404,1584099404,0.82712,,,
NeuRoute,19,16,7,2000,0.36,0.5,1,10000,22,96,966.616202,5654.967664,6657.731024,1502.013218,1764176403,1764176403,0.82691,,,
NeuRoute,21,16,6,2000,0.36,0.5,1,10000,22,96,838.433228,5060.607142,5953.232383,1679.759727,1614172660,1614172660,0.82447,1124.42,1271.36,2395.79
NeuRoute,21,16,6,2000,0.36,0.5,1,10000,22,96,838.433228,5060.607142,5953.232383,1679.759727,1614172660,1614172660,0.82447,,,
NeuRoute,7,16,6,2000,0.36,0.5,1,10000,22,96,840.836176,5130.310929,6003.683122,1665.644205,1614172660,1614172660,0.82447,,,
NeuRoute,4,16,5,2000,0.36,0.6,1,10000,22,96,713.235633,4516.897849,5272.355414,1896.685488,1455629511,1455629511,0.81988,1124.42,1271.36,2395.79
NeuRoute,4,16,5,2000,0.36,0.6,1,10000,22,96,713.235633,4516.897849,5272.355414,1896.685488,1455629511,1455629511,0.81988,,,
NeuRoute,13,16,7,2000,0.36,0.5,1,10000,22,96,905.896836,5427.512227,6368.93271,1570.121786,1705357633,1705357633,0.81598,,,
NeuRoute,13,16,7,2000,0.36,0.5,1,10000,22,96,904.09719,5407.126208,6348.546819,1575.163622,1705357633,1705357633,0.81598,,,
NeuRoute,5,16,5,2000,0.36,0.5,1,10000,22,96,644.592373,4487.38666,5175.917173,1932.024734,1458244382,1458244382,0.81369,1124.42,1271.36,2395.79
NeuRoute,5,16,5,2000,0.36,0.5,1,10000,22,96,644.592373,4487.38666,5175.917173,1932.024734,1458244382,1458244382,0.81369,,,
NeuRoute,1,16,6,2000,0.36,0.5,1,10000,22,96,788.610745,4869.157089,5687.740229,1758.167497,1555425461,1555425461,0.81355,,,
NeuRoute,1,16,6,2000,0.36,0.5,1,10000,22,96,789.711511,4920.670791,5741.123436,1741.819369,1555425461,1555425461,0.81355,,,
NeuRoute,14,16,4,3000,0.36,0.6,1,10000,22,96,534.893074,5943.970987,6521.559402,1533.375591,1930139240,1930139240,0.79918,1124.42,1271.36,2395.79
NeuRoute,14,16,4,3000,0.36,0.6,1,10000,22,96,534.893074,5943.970987,6521.559402,1533.375591,1930139240,1930139240,0.79918,,,
NeuRoute,15,16,4,3000,0.36,0.5,1,10000,22,96,480.501807,5889.853293,6415.747905,1558.664734,1933496058,1933496058,0.79388,1124.42,1271.36,2395.79
NeuRoute,15,16,4,3000,0.36,0.5,1,10000,22,96,480.501807,5889.853293,6415.747905,1558.664734,1933496058,1933496058,0.79388,,,
NeuRoute,12,16,4,2000,0.36,0.6,1,10000,22,96,465.322631,4158.710325,4660.827361,2145.541816,1345258024,1345258024,0.77936,1124.42,1271.36,2395.79
NeuRoute,12,16,4,2000,0.36,0.6,1,10000,22,96,465.322631,4158.710325,4660.827361,2145.541816,1345258024,1345258024,0.77936,,,
NeuRoute,13,16,4,2000,0.36,0.5,1,10000,22,96,423.505389,4160.931212,4619.47811,2164.746701,1347627107,1347627107,0.77366,1124.42,1271.36,2395.79
NeuRoute,13,16,4,2000,0.36,0.5,1,10000,22,96,423.505389,4160.931212,4619.47811,2164.746701,1347627107,1347627107,0.77366,,,
NeuRoute,17,16,7,1000,0.36,0.7,1,10000,22,96,729.924762,3722.773371,4485.079267,2229.614998,1128750773,1128750773,0.76255,,,
NeuRoute,5,16,6,1000,0.36,0.7,1,10000,22,96,642.395629,3148.220103,3817.493748,2619.51968,978709594,978709594,0.76113,,,
NeuRoute,15,16,7,1000,0.36,0.6,1,10000,22,96,712.48731,3710.85599,4455.813432,2244.259135,1128993801,1128993801,0.76053,,,
NeuRoute,18,16,6,1000,0.36,0.6,1,10000,22,96,626.614454,3107.985112,3778.602619,2646.48099,978962354,978962354,0.75915,1124.42,1271.36,2395.79
NeuRoute,18,16,6,1000,0.36,0.6,1,10000,22,96,626.614454,3107.985112,3778.602619,2646.48099,978962354,978962354,0.75915,,,
NeuRoute,3,16,6,1000,0.36,0.6,1,10000,22,96,628.213549,3202.294954,3857.45692,2592.381511,978962354,978962354,0.75915,,,
NeuRoute,2,16,5,1000,0.36,0.6,1,10000,22,96,499.012547,2591.676969,3126.625337,3198.33652,823913536,823913536,0.75274,1124.42,1271.36,2395.79
NeuRoute,2,16,5,1000,0.36,0.6,1,10000,22,96,499.012547,2591.676969,3126.625337,3198.33652,823913536,823913536,0.75274,,,
NeuRoute,16,16,7,1000,0.36,0.5,1,10000,22,96,681.064778,3719.088702,4432.462028,2256.082497,1130038263,1130038263,0.75228,,,
NeuRoute,19,16,6,1000,0.36,0.5,1,10000,22,96,593.066955,3136.354484,3773.691794,2649.92494,979989403,979989403,0.75085,1124.42,1271.36,2395.79
NeuRoute,19,16,6,1000,0.36,0.5,1,10000,22,96,593.066955,3136.354484,3773.691794,2649.92494,979989403,979989403,0.75085,,,
NeuRoute,4,16,6,1000,0.36,0.5,1,10000,22,96,596.212389,3177.185314,3800.411674,2631.293885,979989403,979989403,0.75085,,,
NeuRoute,3,16,5,1000,0.36,0.5,1,10000,22,96,472.190887,2599.723832,3108.955457,3216.514401,824928093,824928093,0.74455,1124.42,1271.36,2395.79
NeuRoute,3,16,5,1000,0.36,0.5,1,10000,22,96,472.190887,2599.723832,3108.955457,3216.514401,824928093,824928093,0.74455,,,
NeuRoute,10,16,4,1000,0.36,0.6,1,10000,22,96,342.40334,2240.836272,2612.854856,3827.231343,720731063,720731063,0.72669,1124.42,1271.36,2395.79
NeuRoute,10,16,4,1000,0.36,0.6,1,10000,22,96,342.40334,2240.836272,2612.854856,3827.231343,720731063,720731063,0.72669,,,
NeuRoute,11,16,4,1000,0.36,0.5,1,10000,22,96,322.488889,2204.21383,2552.716681,3917.395171,721621734,721621734,0.71902,1124.42,1271.36,2395.79
NeuRoute,11,16,4,1000,0.36,0.5,1,10000,22,96,322.488889,2204.21383,2552.716681,3917.395171,721621734,721621734,0.71902,,,
NeuRoute,14,16,7,500,0.36,0.7,1,10000,22,96,459.186704,2710.280926,3200.347792,3124.660396,802452713,802452713,0.67244,,,
NeuRoute,2,16,6,500,0.36,0.7,1,10000,22,96,399.414611,2124.968425,2549.746282,3921.958852,652314731,652314731,0.67171,,,
NeuRoute,12,16,7,500,0.36,0.6,1,10000,22,96,457.814043,2683.601374,3171.743631,3152.83994,802547408,802547408,0.66989,,,
NeuRoute,16,16,6,500,0.36,0.6,1,10000,22,96,395.193747,2142.909071,2581.070904,3874.360826,652408593,652408593,0.66916,1124.42,1271.36,2395.79
NeuRoute,16,16,6,500,0.36,0.6,1,10000,22,96,395.193747,2142.909071,2581.070904,3874.360826,652408593,652408593,0.66916,,,
NeuRoute,0,16,6,500,0.36,0.6,1,10000,22,96,396.230432,2124.513579,2545.897253,3927.888287,652408593,652408593,0.66916,,,
NeuRoute,0,16,5,500,0.36,0.6,1,10000,22,96,317.807155,1578.009517,1926.474446,5190.8293,497121646,497121646,0.66542,1124.42,1271.36,2395.79
NeuRoute,0,16,5,500,0.36,0.6,1,10000,22,96,317.807155,1578.009517,1926.474446,5190.8293,497121646,497121646,0.66542,,,
NeuRoute,13,16,7,500,0.36,0.5,1,10000,22,96,444.856967,2663.320374,3139.537264,3185.18277,802746471,802746471,0.6617,,,
NeuRoute,17,16,6,500,0.36,0.5,1,10000,22,96,383.521577,2096.036704,2521.56077,3965.797739,652609200,652609200,0.66098,1124.42,1271.36,2395.79
NeuRoute,17,16,6,500,0.36,0.5,1,10000,22,96,383.521577,2096.036704,2521.56077,3965.797739,652609200,652609200,0.66098,,,
NeuRoute,1,16,6,500,0.36,0.5,1,10000,22,96,384.883263,2140.836455,2550.892267,3920.196917,652609200,652609200,0.66098,,,
NeuRoute,1,16,5,500,0.36,0.5,1,10000,22,96,307.485934,1583.535159,1923.723884,5198.251206,497319163,497319163,0.65736,1124.42,1271.36,2395.79
NeuRoute,1,16,5,500,0.36,0.5,1,10000,22,96,307.485934,1583.535159,1923.723884,5198.251206,497319163,497319163,0.65736,,,
NeuRoute,8,16,4,500,0.36,0.6,1,10000,22,96,227.509212,1221.556055,1473.298018,6787.493011,394284596,394284596,0.64979,1124.42,1271.36,2395.79
NeuRoute,8,16,4,500,0.36,0.6,1,10000,22,96,227.509212,1221.556055,1473.298018,6787.493011,394284596,394284596,0.64979,,,
NeuRoute,9,16,4,500,0.36,0.5,1,10000,22,96,218.257913,1235.981954,1479.678267,6758.225908,394481723,394481723,0.64172,1124.42,1271.36,2395.79
NeuRoute,9,16,4,500,0.36,0.5,1,10000,22,96,218.257913,1235.981954,1479.678267,6758.225908,394481723,394481723,0.64172,,,
