Method,case_id,Lsel,Rmax,centroid_heap_k,max_score,calib_heap_front_alpha,repeats,Q,D_logits,D_in,enum_ms_p50,refine_ms_p50,total_ms_p50,total_qps_p50,refined_vecs_p50,refined_vecs_mean,recall_p50,dataset
NeuRoute,110,15,7,10,0.25,0.7,1,10000,20,96,36.552593,500.030827,554.166667,18045.11277,137926457,137926457,0.20504,deep1b100M
NeuRoute,111,15,7,10,0.3,0.5,1,10000,20,96,47.385515,842.217376,912.572308,10958.03578,249414074,249414074,0.20823,deep1b100M
NeuRoute,112,15,7,10,0.3,0.6,1,10000,20,96,47.51602,859.516549,929.704197,10756.10934,249415650,249415650,0.20883,deep1b100M
NeuRoute,113,15,7,10,0.3,0.7,1,10000,20,96,47.484962,861.810554,931.961562,10730.05627,249415955,249415955,0.20909,deep1b100M
NeuRoute,114,15,7,10,0.39,0.5,1,10000,20,96,70.227562,1722.71339,1827.768551,5471.152239,498958175,498958175,0.21243,deep1b100M
NeuRoute,115,15,7,10,0.39,0.6,1,10000,20,96,69.713245,1750.697838,1855.054826,5390.676254,498959383,498959383,0.21311,deep1b100M
NeuRoute,116,15,7,10,0.39,0.7,1,10000,20,96,69.687086,1673.707187,1778.266666,5623.453552,498960610,498960610,0.21341,deep1b100M
NeuRoute,117,15,7,50,0.25,0.5,1,10000,20,96,42.659297,555.082359,614.851253,16264.09632,161698814,161698814,0.36106,deep1b100M
NeuRoute,118,15,7,50,0.25,0.6,1,10000,20,96,42.870424,564.897909,625.386275,15990.11747,161694322,161694322,0.36386,deep1b100M
NeuRoute,119,15,7,50,0.25,0.7,1,10000,20,96,43.301093,563.458391,623.622588,16035.33963,161695802,161695802,0.365,deep1b100M
NeuRoute,120,15,7,50,0.3,0.5,1,10000,20,96,54.317161,916.857367,993.75313,10062.86139,273167769,273167769,0.36798,deep1b100M
NeuRoute,121,15,7,50,0.3,0.6,1,10000,20,96,54.522848,943.576034,1020.452311,9799.576023,273172059,273172059,0.37117,deep1b100M
NeuRoute,122,15,7,50,0.3,0.7,1,10000,20,96,54.666478,967.488355,1044.942879,9569.901093,273175391,273175391,0.37241,deep1b100M
NeuRoute,123,15,7,50,0.39,0.5,1,10000,20,96,78.468691,1850.183385,1962.329912,5095.983065,522705251,522705251,0.38047,deep1b100M
NeuRoute,124,15,7,50,0.39,0.6,1,10000,20,96,78.365056,1846.275425,1958.563167,5105.783754,522705283,522705283,0.38323,deep1b100M
NeuRoute,125,15,7,50,0.39,0.7,1,10000,20,96,78.804443,1845.471293,1957.705654,5108.020187,522710233,522710233,0.38438,deep1b100M
NeuRoute,126,15,7,100,0.25,0.5,1,10000,20,96,48.516812,653.346287,719.049161,13907.25495,191151976,191151976,0.45227,deep1b100M
NeuRoute,127,15,7,100,0.25,0.6,1,10000,20,96,48.785097,655.668024,721.12801,13867.16347,191143017,191143017,0.45791,deep1b100M
NeuRoute,128,15,7,100,0.25,0.7,1,10000,20,96,49.14873,649.482531,715.593012,13974.42378,191134768,191134768,0.46007,deep1b100M
NeuRoute,129,15,7,100,0.3,0.5,1,10000,20,96,61.197781,1046.412683,1129.660082,8852.22038,302584373,302584373,0.46384,deep1b100M
NeuRoute,130,15,7,100,0.3,0.6,1,10000,20,96,61.71336,1039.11033,1122.899437,8905.516977,302579560,302579560,0.46938,deep1b100M
NeuRoute,131,15,7,100,0.3,0.7,1,10000,20,96,62.082664,1035.808631,1119.707795,8930.901477,302564960,302564960,0.47172,deep1b100M
NeuRoute,132,15,7,100,0.39,0.5,1,10000,20,96,87.06067,1913.757575,2034.241812,4915.836427,552042364,552042364,0.48314,deep1b100M
NeuRoute,133,15,7,100,0.39,0.6,1,10000,20,96,87.632215,1856.018468,1977.205647,5057.642848,552013810,552013810,0.48866,deep1b100M
NeuRoute,134,15,7,100,0.39,0.7,1,10000,20,96,87.440193,1944.491815,2066.054329,4840.143775,552007652,552007652,0.49113,deep1b100M
NeuRoute,135,15,7,150,0.25,0.5,1,10000,20,96,54.781474,749.520136,821.645828,12170.69406,220301089,220301089,0.512,deep1b100M
NeuRoute,136,15,7,150,0.25,0.6,1,10000,20,96,55.313004,743.841016,816.458532,12248.01947,220254577,220254577,0.51948,deep1b100M
NeuRoute,137,15,7,150,0.25,0.7,1,10000,20,96,55.673391,733.878039,806.628907,12397.27453,220229441,220229441,0.5224,deep1b100M
NeuRoute,138,15,7,150,0.3,0.5,1,10000,20,96,68.660185,1110.90487,1201.59267,8322.287785,331701712,331701712,0.52818,deep1b100M
NeuRoute,139,15,7,150,0.3,0.6,1,10000,20,96,69.436114,1110.382157,1202.033019,8319.239024,331654976,331654976,0.53553,deep1b100M
NeuRoute,140,15,7,150,0.3,0.7,1,10000,20,96,69.659855,1109.323345,1201.399858,8323.623424,331633411,331633411,0.53833,deep1b100M
NeuRoute,141,15,7,150,0.39,0.5,1,10000,20,96,97.01484,2025.484372,2155.698288,4638.86809,580985423,580985423,0.55238,deep1b100M
NeuRoute,142,15,7,150,0.39,0.6,1,10000,20,96,98.143413,1922.967194,2055.3244,4865.412,580919125,580919125,0.55986,deep1b100M
NeuRoute,143,15,7,150,0.39,0.7,1,10000,20,96,98.690902,1972.109914,2105.308753,4749.897128,580909839,580909839,0.56264,deep1b100M
NeuRoute,144,15,7,200,0.25,0.5,1,10000,20,96,61.808229,822.277987,902.594152,11079.17659,249207265,249207265,0.55866,deep1b100M
NeuRoute,145,15,7,200,0.25,0.6,1,10000,20,96,62.51075,827.742123,908.706418,11004.65431,249081046,249081046,0.56799,deep1b100M
NeuRoute,146,15,7,200,0.25,0.7,1,10000,20,96,63.258356,823.267067,904.885091,11051.12693,249037940,249037940,0.57159,deep1b100M
NeuRoute,147,15,7,200,0.3,0.5,1,10000,20,96,77.545225,1224.068419,1324.004452,7552.844694,360529948,360529948,0.57774,deep1b100M
NeuRoute,148,15,7,200,0.3,0.6,1,10000,20,96,79.213231,1191.643009,1293.377644,7731.693869,360362670,360362670,0.58686,deep1b100M
NeuRoute,149,15,7,200,0.3,0.7,1,10000,20,96,79.795978,1196.627022,1299.050723,7697.928821,360310344,360310344,0.59102,deep1b100M
NeuRoute,150,15,7,200,0.39,0.5,1,10000,20,96,109.235021,2069.890293,2213.517073,4517.697253,609544653,609544653,0.60331,deep1b100M
NeuRoute,151,15,7,200,0.39,0.6,1,10000,20,96,111.028074,2089.793234,2234.476921,4475.320334,609390910,609390910,0.61195,deep1b100M
NeuRoute,152,15,7,200,0.39,0.7,1,10000,20,96,111.751333,2061.737631,2207.775446,4529.446153,609343731,609343731,0.61563,deep1b100M
NeuRoute,153,15,7,250,0.25,0.5,1,10000,20,96,69.096115,918.353731,1005.505081,9945.25059,277765245,277765245,0.59658,deep1b100M
NeuRoute,154,15,7,250,0.25,0.6,1,10000,20,96,70.930745,909.292751,998.470441,10015.31902,277558744,277558744,0.60814,deep1b100M
NeuRoute,155,15,7,250,0.25,0.7,1,10000,20,96,71.947858,913.998049,1004.390544,9956.286486,277509225,277509225,0.61218,deep1b100M
NeuRoute,156,15,7,250,0.3,0.5,1,10000,20,96,87.091297,1299.67626,1410.265658,7090.862593,388953556,388953556,0.61779,deep1b100M
NeuRoute,157,15,7,250,0.3,0.6,1,10000,20,96,89.479969,1298.206616,1410.671832,7088.820924,388695261,388695261,0.62946,deep1b100M
NeuRoute,158,15,7,250,0.3,0.7,1,10000,20,96,90.069408,1292.880751,1406.710452,7108.783464,388633580,388633580,0.63376,deep1b100M
NeuRoute,159,15,7,250,0.39,0.5,1,10000,20,96,122.306604,2210.964062,2366.924237,4224.892307,637827536,637827536,0.64321,deep1b100M
NeuRoute,160,15,7,250,0.39,0.6,1,10000,20,96,124.146514,2147.393459,2305.934968,4336.635742,637593575,637593575,0.65341,deep1b100M
NeuRoute,161,15,7,250,0.39,0.7,1,10000,20,96,126.13249,2147.47371,2307.932675,4332.882024,637519599,637519599,0.65672,deep1b100M
